company,job,summary
MercadoLibre,Ingeniero Senior de Software Back End," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero Web Analytics," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
Werben Capital Human,"Sr Backend Developer Microcentro, CABA ID 381", Do you enjoy taking new challenges and working with cutting edge technologies such as Machine Learning and Blockchain? Lugar de Trabajo:....
Conexion Consultoría en Recursos Humanos,Front End Developer," Cognitive Computing, Machine Learning. Actualmente nos encontramos en búsqueda de un Desarrollador Front End para uno de nuestros importantes clientes...."
Grow UP HR,SR Front End Developer (JS)," Cognitive Computing, Machine Learning. Pensar, analizar y diseñar soluciones técnicas para problemas reales...."
Werben Capital Humano,Data Scientist Ssr/Sr Parque Patricios/Zona Norte -ID 100/101," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. Contar con un posgrado en Datamining, Machine Learning, Econometría o..."
MercadoLibre,Ingeniero Senior de Software Front End," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
JP Morgan Chase,Software ENgineering - Java Technical Lead," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Werben Capital Humano,"Ssr Backend Developer Microcentro, CABA ID 381"," Do you enjoy taking new challenges and working with cutting edge technologies such as Machine Learning and Blockchain? If so, this opportunity is for you!..."
JP Morgan Chase,Java Technical Lead," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
JP Morgan Chase,Software Engineering - Java Developer Lead - VP," In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and..."
Conexion Consultoría en Recursos Humanos,Desarrolladores .NET," Cognitive Computing, Machine Learning. Estamos en búsqueda de tres desarrolladores .NET para uno de nuestros importantes clientes...."
MercadoLibre,Ingeniero de Testeo de Software," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero de Software Android," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero de Software iOS," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero DevOps," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero de Software Back End," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero de Software Front End," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
MercadoLibre,Ingeniero Senior DevOps," Desde aplicaciones móviles a machine learning, nuestra innovación tiene un claro foco:. En Mercado Libre estamos democratizando el comercio y los pagos en..."
Werben Capital Humano,"Sr Mobile Developer Balvanera, CABA ID 100/77"," Do you enjoy taking new challenges and working with cutting edge technologies such as Machine Learning and Blockchain? If so, this opportunity is for you !..."
Bandit,Sr. Java Developer - Palermo," Cognitive Computing, Machine Learning. Pensar, analizar y diseñar soluciones técnicas para problemas reales...."
Conexion Consultoría en Recursos Humanos,Desarrollador .NET Back-End Sr y SSr, Machine learning – inteligencia artificial – procesamiento de. Actualmente nos encontramos en búsqueda de un Desarrollador .NET Back-End Sr o Ssr para uno de...
Conexion Consultoría en Recursos Humanos,Desarrollador JAVA Sr," Cognitive Computing, Machine Learning. Actualmente estamos en búsqueda de un Senior Java Developer para uno de nuestros importantes clientes...."
