company,job,summary
PubMatic,Machine Learning Engineer," Working with our Data Science and AdServing teams, you will apply Machine Learning to help get things done...."
BigCommerce,Senior Site Reliability Engineer - Data," Also, you'll be spearheading the effort to move our Data Engineering environments to Google Cloud Platform. With this position, you'll be normalizing our Data..."
Workday,"Senior UI Engineer, Data Visualization"," You will be responsible for developing high performance, responsive user interfaces for data visualization. The clean, intuitive, and beautiful user interface..."
Jobspring Partners,"Python Big Data Engineer (Presto, Hive, Docker, AWS, Spark)", Data warehousing skills. 70% Big Data Technologies. Background in building scalable infrastructure to support batch and micro-batch or stream data processing...
Galvanize,"Lead Data Science Instructor, Principal Data Scientist", Our Data Science Instructors train technical professionals with programming experience to solve data science problems utilizing innovative educational...
TokBox,Senior Big Data Engineer, Expand and optimize our data and data pipeline architecture. Experience building highly optimized big data data pipelines that have been deployed into...
Harnham,Senior Data Pipeline Engineer," As a Senior Big Data Engineer, you will have the opportunity to take ownership over data transformation and delivery from raw collected data to data warehouse...."
Harnham,Sr. Principle Big Data Engineer," Engineering, Python, Spark, AWS, Scala, Senior Data Engineering, Data Engineer, Science,. Currently doing data ingestion with raw complex data...."
Thermo Fisher Scientific,"Senior Staff Scientist, Product Assurance - Human Identification"," Knowledge of high throughput data analysis and statistics is desirable. When you’re part of the team at Thermo Fisher Scientific, you’ll do important work, like..."
Splunk,Splunk Machine Learning & Analytics SE Architect," Prototypes can be in the form of Splunk Apps, data sources, data stores, visualizations, automation, tools, etc...."
Gap Inc. Corporate,Senior Data Scientist - Product Operations and Advanced Analytics," PhD in Operations Research, Industrial Engineering or Management Science required. Hands-on experience with data analysis, statistical, optimization and..."
Workday,"Senior Software Development Engineer, Data Acquisition"," You have a BS in Computer Science with 5 years of experience, MS in Computer Science with 2 years of experience...."
Electronic Arts,Lead DevOps Engineer (Data), Understanding of big data systems. The EA Digital Platform Data Group is responsible for developing a unified Big Data pipeline across all game franchises at...
FuelX,"Senior Software Engineer, Data", Strong computer science fundamentals in data structures and algorithms. Build data visualization and report system above data warehouse....
Slack,Senior Data Engineer - Infrastructure - Data Engineering," Data applications, data modeling, data analysis, search or machine learning. Provide visibility into health of our data platform (comprehensive view of data..."
Sentient,Senior Python Data Engineer," Your challenge will be to understand Sentient’s data needs, architect an effective solution from the ground up, and then build it, all in conjunction with data..."
Redfish Technology - High Tech Executive Recruiter...,Sr. Data Engineer, Data EngineerCloud Based DataPlatform. Work with massive real-time data sets. You are religious in using metrics to reason about the characteristics of an...
Workbridge Associates,Machine Learning Engineer," Exposure to big data technologies like Spark, Kafka, etc. The recommendation algorithm suggests candidate profiles based on text data from their profile...."
Kite.com,Senior Machine Learning Engineer," Kite uses machine learning to help programmers write code. Users of Kite write better code faster, and as a result we hope to accelerate the pace of..."
"Red Oak Technologies, Inc.",Senior Data Engineer," Provided by Dice Hadoop, GCP, Data Engineer, Google Cloud Platform. Hiring manager is looking for Data Engineer with experience with Hadoop and GCP...."
Slack,Senior Data Engineer - Data Platform - Data Engineering," Data modeling, data analysis, search or machine learning. Optimize the end-to-end workflow of data users at Slack (from crafting libraries to providing..."
Clarivate Analytics,Senior Search Software Engineer/Data Scientist," Explores existing data for insights and recommends additional sources of data for improvements. 1+ years’ experience with big data, distributed processing, or..."
Rally Health,Senior Software Engineer (Big Data)," Command of data structures, algorithms, performance and scalability. Operationalize data insights —from research into fault-tolerant, production-scale..."
"Turnitin, LLC",Principal Machine Learning Scientist, A massive amount of data. Experience working with text data to build predictive models. Ability to visualize and explain insights gathered during data...
Lawrence Berkeley National Laboratory,Machine Learning and Bioinformatics Postdoctoral Scholar, Significant experience with data science and specifically genomics. Integrate and analyze data. Department of Energy’s Office of Science....
Insikt,"Sr. Business Analyst, Credit Products & Valuations"," 2+ years of industry experience in a data science or analytics role. Proficiency in SQL, Python - able to write structured and efficient queries on large data..."
Macy's,"Lead Engineer, Machine Learning (macys.com)", Build complex data sets from multiple data sources. Responsible for building large data sets from multiple sources in order to build algorithms for predicting...
CDW,Principal Consulting Engineer - Cisco Network/Data Center," Experience in SDN, ACI and advanced Data Center technologies. Bachelor degree in business, computer science, a related technical degree or equivalent...."
Motif Investing,Senior Data Engineer," Experience with Spark and other big data technologies, large-scale data processing and ETL pipelines. As a Senior Data Engineer, you will be a key driver of our..."
Optimizely,Senior Software Engineer - Machine Learning," You will build Prediction Services that rely on offline and online data integration, appropriate feature selection, and model training...."
Sustainable Recruitment Concepts,MACHINE LEARNING SCIENTIST," Experience implementing machine learning pipelines, including data cleaning, feature selection, and performance testing on real data...."
Visa,Sr. Software Engineer - Data Science and Data Reporting (REF10215P) - Visa Digital Developer Platform (VDDP)," Extensive experience with Non-SQL, Unstructured time-series and Splunk data for extracting and aggregating data...."
Oracle,Principal Data Scientist - Cloud Platform Data Analytics Group," BA/BS or Master's degree with emphasis on coursework of a quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences)...."
Harnham,Senior Software Engineer- Data Platform," As Senior Software Engineer, you will be a member of the Data Science team. ROLE OVERVIEW- Senior Software Engineer- Data Platform...."
IQ Workforce,"Sr. Data Scientist, People Analytics"," This client has a fast growing 20+person centralized data science &amp; analytics team, made up of Managers and Sr...."
Splunk,Sr Software Engineer – Machine Learning, You understand various types of data. You will derive data insights and bring them back to the product management team....
Jobspring Partners,"Senior NLP Data Scientist (Python, NLTK, AWS, SciKitLearn)", This candidate would have the opportunity to work on a multitude of different projects in a client facing data science role....
C3 IoT,Sr. Software Engineer - AI/Machine Learning, Build and enhance tools for the Data Science team to mine data at scale. Work closely with data scientists in early phases of products development to understand...
Jobspring Partners,"Senior Software Engineer, Data Platform"," This team is responsible for designing and deploying platforms, services and frameworks that enable the Data Science teams to transform and process data at..."
Uber,"Sr. Data Scientist, Lead - Product Platform", We’re looking for an experienced data scientist on our Marketing Data Science team to help optimize investment decisions for Uber’s multi-million dollar...
Visa,Senior Analyst – Risk Analytics," Masters or PhD in Statistics, Mathematics, Engineering, Computer Science, or similar quantitative fields of study, or equivalent experience in Data Science...."
Conviva,"Staff Software Engineer, Big Data Platform", Build big data processing systems for both streaming and off-line processing. Solve engineering challenges in managing real-time processing of big data with...
IQ Workforce,"Senior Data Scientist, Partnerships"," This client has a fast growing 25-person centralized data science and analytics team, made up of Data Engineers and Sr...."
Harnham,Senior Data Scientist - Medical Informatics," Industry experience in a Data Science or Analytic capacity working with patient data. Data Science, Python, Machine Learning, Medical Informatics, SQL, Spark,..."
Jobspring Partners,"Senior Data Engineer (Java, Spark, Scala, AWS, Microservices)"," Real-time data from the 50+ companies is funneled into this data lake, and then separate teams are building (1) pre-packaged analytics for streaming data in..."
Cruise Automation,Senior Machine Learning Engineer," Work on data association, clustering, segmentation, filtering, and estimation. PhD in Robotics, Computer Science, etc. or equivalent in industry experience...."
First Republic Bank,Senior Data Engineer – Data Management," 7+ years of collective experience in data engineering, data analysis, data warehousing or data transformation, in a similarly sized organization...."
StreetLight,Sr. Sales Operations Analyst, For solving data science problems. Productize analytics handoffs from the Data Science and Data Engineering team....
The Climate Corporation,"Senior Software Engineer, Backend (Data Analytics)"," The Data and Analytics team is focused on creating competitive advantage for Climate and our customers through novel data infrastructure, metrics, insights and..."
First Republic Bank,Senior Data Scientist / Data Engineer," As a strategic service offering, First Republic’s “Enterprise Data and Client Insight” (EDCI) office works collaboratively with business and Information..."
Genomic Health,"Senior Manufacturing Scientist, Reagents - Product Transfer (IVD)"," Partner with Genomic Sciences, Biostatistics, and other functions in the development and use of appropriate test methods...."
Workday,"Data Scientist - Mid-Career, Senior, Lead/Principal"," Educational background in a relevant field (Computer Science, Applied Math, Statistics). Proven track record of analyzing large-scale complex data sets,..."
Stride Search,Sr. Data Scientist," As a Data Scientist, you will:. At least 4 years of hands-on experience working with large data sets. Minimum of a BS in a quantitative discipline such as..."
Qualys,Senior Big Data Engineer, Data profiling and data analysis using emerging data technologies. Deploy data loaders to ingest data into Big Data Lakes....
"Magic Leap, Inc.","Senior Data Backend Engineer, Deep Learning", Work with other data teams to integrate data from different sources into deep learning pipelines. Design and implement complex big data systems with a focus on...
Macy's,"Senior Engineer, Machine Learning (macys.com)", Build complex data sets from multiple data sources. Responsible for building large data sets from multiple sources in order to build algorithms for predicting...
"Williams-Sonoma, Inc.",Principal Big Data Engineer - Analytics Platform, The platform will also enable machine/deep learning infrastructure that operationalizes data science models for broad consumption....
Planet,"Business Development Manager, Analytics and Machine Learning", We are both a space company and data company all rolled into one. Customers and users across the globe use Planet's data and machine learning-powered analytics...
Payette Group,Software Engineer- Machine learning," Your work will involve design and development of systems for data collection, data processing, data correction, monitoring, data access and more...."
KPMG,"Manager, Big Data Software Engineer"," Architect, implement and test data processing pipelines, and data mining / data science algorithms on a variety of hosted settings, such as AWS, Azure, client..."
AppDynamics,"Staff / Principal Software Engineer, Data Platform"," It is the source of data for performance monitoring and troubleshooting, policy evaluation, workflow automation, data visualization, and slice &amp; dice data..."
Salesforce,"Senior / Lead / Principal Data Engineer, ML / Deep Learning (Einstein)", Brainstorming data product ideas with data scientists and engineers to build data products used by hundreds of millions people every day....
KPMG,"Big Data Software Engineer, Senior Associate"," Implement and test data processing pipelines, and data mining / data science algorithms on a variety of hosted settings, such as AWS, Azure, client technology..."
Oracle,Information Security Machine Learning Quality Engineer," Data Science experience. MS/BS degree in a computer science field or related discipline. Build utilities, functions, and frameworks to better enable testing of..."
IQ Workforce,"Sr. Data Scientist, Marketing"," Data Scientist to support their data driven Marketing team. This client has a fast growing 15+ person centralized data science &amp;analytics team, made up of..."
Splunk,Senior Engineering Manager - Machine Learning, We are looking for an engineering leader to help manage and develop a team of passionate engineers who are working on Splunk's machine learning products and...
Oracle,"Software Developer 4 - Oracle Text Search, Analytics and Machine Learning", Strong background in data structures and algorithms. Oracle Text is a text search and analytics product that is fully-integrated within the database ecosystem...
HeartFlow,Senior Software Engineer – Data Ingestion and Hospital Integration, The Data Ingestion team! The Data Ingestion team is responsible for acquisition of data that is needed to operate our complex and advanced product....
Genentech,Senior/Principal Digital Health Platforms Data Scientist (PHC)," Proven ability to translate and communicate complex ideas, concepts, and data science solutions to diverse audiences...."
Adobe,"Senior Manager, Applied Machine Learning"," Experience with Spark, big data processing, Hadoop. MS or Ph.D in a technical field (Computer Science, Physics, Mathematics, Statistics, BioSci)...."
BNP Paribas,Senior Data Analytics Analyst— Senior Compliance Statistician, This position reports to the Data Analytics Manager in the CIP Fair Lending Data Analytics Team. Experience with other data analysis tools is a plus....
Blue Shield of California,Senior Actuarial Analyst," � Typically, requires advanced knowledge of health data science typically obtained through advanced education combined with experience...."
"Pandora Media, Inc.","Senior Software Engineer, Machine Learning"," Experience with data science, machine/deep learning algorithms and/or statistical modeling. BA/BS or better in Computer Science or related field...."
Grand Rounds,Senior Data Scientist," Degree(s) should be in a technical discipline such as Computer Science, Engineering, Statistics, Physics, Math, quantitative social science...."
Harnham,Senior Advanced Analyst - Modeling," Analysis, Statistical, models, modeling, predictive analytics, predictive modeling, Python, R, SQL, engagement, consumer, data science, data scientist, retail,..."
Workbridge Associates,"Principal Software Engineer, Big Data"," Team Lead - Data Management and Java Service Development. We're looking for a senior-to-staff-level hands-on, backend engineer with expertise in asynchronous..."
IQ Workforce,Sr. Data Scientist (Product Analytics)," Data Scientist will be embedded within their data product team to identify key metrics, conduct deep and rigorous analysis, and deliver insights to the team to..."
Amazon.com,Senior Software Development Engineer (Machine Learning)," Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis...."
JLL,"Sr Data Engineer, Technology, Data & Information Management"," Experience handling un-structured data, working in a data lake environment, leveraging data streaming and developing data pipelines driven by events/queues...."
Illumina,Sr. Data Scientist (Cloud DevOps Observability), Data Scientist (Cloud DevOps Observability). Apply and extend professional data science skills and expertise to the AWS cloud ecosystem and big data processing...
Dropbox,Senior Product Manager - Machine Learning Platform," In this role, you will leverage our years of internal Big Data and Machine Learning investments to build out our internal ""ML Platform""...."
Oracle,"Sr. Software Developer - Chatbot Platform (NLP / NLU, Machine Learning, AI)"," You pay an intense amount of attention to the quality of the product, data, and code you produce. Sr...."
Credit Karma,Senior Machine Learning Engineer," 2+ years of Big Data experience. Master’s or PhD in Computer Science, Computer Engineering, Mathematics, Physics or related fields...."
Redfish Technology - High Tech Executive Recruiter...,Quantitative Financial Analyst, Distilled from state-of-the-art data science to help the world explore. Job # 22925 - Quantitative Data Analyst....
Axius Technologies,Applied Machine Learning, Apple's Applied Machine Learning team has built systems for a number of large-scale data science applications....
"Saama Technologies, Inc.",Data Engineer (Python) - SFO CA," Experience with Scientific data such as Genomics and Imaging data. Experience with data quality software such as Informatica, Paxata, Alteryx, Data Monarch or..."
Workbridge Associates,Principal Data Engineer - AI/Big Data, This company is hiring for a Principal Data Engineer to help build out a data platform for the existing Data Science team - which is using Machine Learning to...
Nielsen,"Sr. Front End Software Engineer, Big Data", Building web applications for big data visualizations. Working with the latest JavaScript and Big Data technologies....
Sony Interactive Entertainment PlayStation,Senior Cloud Data DevOps Engineer," Senior Cloud Data DevOps Engineer. A key member of the CloudOps / Data Platform team and help support our mission critical data related services, automating..."
FuelX,"Senior Software Engineer, Machine Learning", Anything you can imagine is possible to experience in a data science world here at FuelX. Experience with cloud data solution....
IQ Workforce,Senior Data Scientist, Data Scientist will work on algorithms that leverage the real-time data and predictions captured by their biomarker platform....
Harnham,Big Data Senior Engineer (Contract), Work on the newest and cutting-edge Big Data technology to develop high-performance data analytic platform to handle petabytes of data sets....
Informatica,"Senior Software Engineer, Core Technology Group (CTG) Data Engine"," To maximize return on data, Informatica increases the value of data by delivering relevant, trustworthy, timely, authoritative, actionable, accessible, holistic..."
Genentech,Research Business Systems Analyst / Product Owner," You have a Bachelor degree or higher, preferably in life sciences or computer science. Document business processes into high-quality, clearly-defined workflows..."
Harnham,Senior Big Data Engineer Consultant, Big Data Platforms. Maintaining data quality standards. In Computer Science or Engineering. You will be working on complex big data projects that involve large...
Branch,Sr. Software Engineer - Big Data Platform," Collaborate with Data Scientists, backend Engineers, Data &amp; Infrastructure Operations, and Products Managers to deliver new Data Platform capabilities...."
Payette Group,"Senior Data Scientist, Machine Learning"," Understand business processes, applications and how data is gathered and logged and tie application telemetry to our transactional data model...."
Clarity Insights,"Data Engineer - Principal (Big Data Architect) - San Francisco, CA", Big data architects are challenged with leading the next generation of data solutions for many of the most high-profile and technologically-advanced...
Jobspring Partners,"Senior Data Scientist (Python, AWS, Spark)"," Data Analytics experience. Roles here offer exposure to multiple firms in the healthcare and life sciences industry, and the opportunity to collaborate with top..."
Informatica,"Senior Software Engineer, Core Technology Group (Big Data and Cloud)"," The Data Engine has been a key constituent of Informatica’s platform and serves multiple products such as Data Services, Data Quality and Profiling...."
"GenapSys, Inc.",Senior Machine Learning Scientist," Analyze prediction data and revise existing machine learning models and efforts. Ability to work collaboratively with primary analysis team, software developers..."
Payette Group,Machine Learning Engineer," Building visualization and data exploration tools. Bachelor's, master's, or PhD in computer science, statistics, math, or equivalent...."
Sony Interactive Entertainment PlayStation,Senior Machine Learning Engineer," PlayStation isn't just the Best Place to Play —it's also the Best Place to Work. We've thrilled gamers since 1994, when we launched the original PlayStation...."
Redfish Technology - High Tech Executive Recruiter...,Senior Data Scientist - Virtual and Augmented Reality," In Statistics, Data Mining, Applied Mathematics, Computer Science, or other quantitative discipline. #21955 Senior Data Scientist- Virtual and Augmented Reality..."
Brighton Search Group,"Senior Engineer, Data and Scalability", Ability to tie together business processes with data and debug the data. Qualified individuals will have a solid background in the fundamentals of computer...
Sizmek,Senior Software Engineer - Machine Learning/Modeling, You have Software Engineering or Data Science background. Knowledge of fundamental algorithms and data structure....
Accenture,AWS Big Data Engineer/Architect," Architecting and implementing data governance and security for data platforms on AWS. Create detailed target state technical, security, data and operational..."
Workbridge Associates,Senior/Principal Software Engineer (Scala/Big Data), This Mid-Sized company has created a platform that relies on Machine Learning and Big Data for users to pay debts without actually having to talk to anyone....
Cisco,Senior Machine Learning Engineer - MindMeld Conversational AI," People, processes, data, and things. In Computer Science or Machine Learning. What You’ll Do...."
Informatica,"Senior Software Engineer in Test, Core Technology Group (CTG) Data Engine"," To maximize return on data, Informatica increases the value of data by delivering relevant, trustworthy, timely, authoritative, actionable, accessible, holistic..."
Stride Search,Senior Data Engineer," Develop new data storage and data analysis methods for optimizing content performance, revenue, and adoption. As a Data Software Engineer, you will:...."
"Red Oak Technologies, Inc.",Sr. Data Engineer- Cloudera, The data size is very large ( ~100PB). Data migration experience from one Hadoop environment to another. Will prefer with GCP data platform knowledgeIdeally...
Stride Search,Computer Vision/ Machine learning Engineer," We're the driverless car company. We believe in building great products to improve peoples lives by making transportation safer, more accessible, and more..."
DoorDash,"Software Engineer, Data Science"," In Computer Science or equivalent. At DoorDash, our Data Scientists have the opportunity to dive into a wealth of delivery data to improve Dasher assignment,..."
Oracle,Senior Machine Learning Manager," Data Science experience. MS/BS degree in a computer science field or related discipline. Build utilities, functions, and frameworks to better enable testing of..."
Informatica,"Principal Software Engineer, Core Technology Group (Big Data and Cloud)"," The Data Engine has been a key constituent of Informatica’s platform and serves multiple products such as Data Services, Data Quality and Profiling...."
Oracle,Senior Machine Learning Quality Engineer," Data Science experience. MS/BS degree in a computer science field or related discipline. Build utilities, functions, and frameworks to better enable testing of..."
"Turnitin, LLC",Senior or Principal Machine Learning Software Engineer(REMOTE), Experience writing code to analyze and manipulate data. Master’s degree in Computer Science or a related field....
Redfish Technology - High Tech Executive Recruiter...,Senior Performance & Scalability Test Engineer - AI Platform for Data Science & Machine LEarning, Our client is the essential human-in-the-loop AI platform for data science and machine learning teams. Their technology and expertise supports a wide range of...
Tubi TV,Senior Machine Learning Engineer," Some of the challenges you will take on will include streamlining feature engineering, helping data scientists take machine learning models in production and..."
DoorDash,"Director of Data Science, Machine Learning & Artificial Intelligence"," 4+ years of experience managing data science teams, incl. Professional experience as a data science leader, setting the vision for how to most effectively use..."
Ipsy,"Senior Manager, Machine Learning"," In Computer Science, Computer Engineering, Mathematics, or equivalent field. Experience working with big data tools, distributed computing and analytics tools..."
Harnham,Senior Machine Learning Engineer," Senior Machine Learning Engineer Senior Machine Learning Engineer San Francisco Bay Area 150,000-180,000 (depending on experience) Harnham has recently..."
Sumo Logic,Senior Engineer (Staff) – Machine Learning," In Computer Science or related disciplines. We are a secure, cloud-native, machine data analytics service, delivering real-time, continuous intelligence from..."
KPMG,"Machine Learning Engineer, Manager"," Architect, implement and test data processing pipelines, and data mining / data science algorithms on a variety of hosted settings, such as AWS, Azure, client..."
DoorDash,"Data Scientist, Analytics"," 2-5 years of experience in a data analytics, consulting, or other quantitative role. Build data sets and reporting tables to empower operational and exploratory..."
Uber,Sr Technical Program Manager - Machine Learning Platform," Computer Science degree, or related field. A TPM in this role will define and drive the execution of the ML Infrastructure Rationalization roadmap working..."
Macy's,"Senior Manager, Engineering Machine Learning (macys.com)"," A demonstrated passion for working with data at scale and empowering organizations through data. Experience with Solr, Spark, Hadoop or similar large-sacle data..."
Gilead,"Associate Manager, R&D Information Systems (Business Analyst)", Demonstrates an in-depth knowledge of SharePoint and Data Science development and utility in the pharmaceutical and biotech industry....
Trulia,Senior Machine Learning Engineer, Trulia is looking for a Senior Software Engineer to join growing world-class Data Science and Analytics groups dedicated to excellence....
Redfish Technology - High Tech Executive Recruiter...,Senior Data Platform Engineer - Predictive Analytics for Real Estate," Partner with data analysts to implement industry-leading data standardization methodologies. They track thousands of data elements every month, from national..."
Informatica,"Senior Fullstack Software Engineer, Core Technology Group (Big Data and Cloud)"," The Data Engine has been a key constituent of Informatica’s platform and serves multiple products such as Data Services, Data Quality and Profiling...."
insitro.com,Machine Learning Engineer / Senior Machine Learning Engineer," One with big data and machine learning at its core. In computer science, statistics, mathematics, physics, engineering, or equivalent practical experience...."
Oracle,Sr. Prin / Architect - Software Dev - AI / Machine Learning / NLP," You pay an intense amount of attention to the quality of the product, data, and code you produce. You are deeply curious and knowledgeable about the nuts and..."
Accenture,Accenture Labs - Digital Experiences Research & Development Senior Analyst," Bachelor’s Degree in Computer Science, Technology, Engineering, Math or related technical field. This is an extraordinary opportunity to build a rewarding..."
Informatica,"Principal Software Engineer in Test, Core Technology Group (Big Data and Cloud)"," The Data Engine has been a key constituent of Informatica’s platform and serves multiple products such as Data Services, Data Quality and Profiling...."
Payette Group,Sr. Machine Learning Engineer, Join a team of highly performant and accomplished individuals with expertise in Emotional AI and Product Development and Operations. Minimum requirements:...
Harnham,Senior Machine Learning Engineer - Consulting," Senior Machine Learning Engineer - Consulting Senior Machine Learning Engineer South Bay Area 140,000-170,000 (depending on experience) Harnham has..."
Protingent,Software Engineer - Big Data/Data Lake/Cloud Engineer," Experience with integration of data from multiple data sources. Proficiency with AWS big data technologies including S3, RDS, RedShift, Elastic Search, Lambda,..."
KPMG,"Machine Learning Engineer, Senior Associate"," Implement and test data processing pipelines, and data mining / data science algorithms on a variety of hosted settings, such as AWS, Azure, client technology..."
DoorDash,"Data Scientist, Marketing Analytics"," 5+ years of relevant professional experience with 2+ years in a data science or software role in a high-performance, fast-paced industry (ideally consumer..."
Oracle,Machine Learning Architect / Developer - Cloud Security, Exposure to Data Science concepts desirable. Bachelor’s or Master’s degree in Computer Science or related fields is required....
Walmart,"Senior Manager, Machine Learning Scientist", Interpret data to identify trends to go across future data sets. Develop machine learning models to apply test data algorithms to future data....
Redfish Technology - High Tech Executive Recruiter...,Senior Data Scientist - SaaS-based B2B Marketing Technology, We are dealing with all aspects of Business-to-Business sales and marketing problems and first to apply data science to them....
Redfish Technology - High Tech Executive Recruiter...,Senior Data Engineer Machine Learning / Speech Analytics / NLU," You will use gold-standard data technologies such as Spark, Elastic, ETL, and Data Warehousing to expose new data sets at scale for reporting and interactive..."
Oracle,Sr. Prin / Architect - Software Dev - Chatbot Platform - AI / Machine Learning / NLP," You pay an intense amount of attention to the quality of the product, data, and code you produce. You are deeply curious and knowledgeable about the nuts and..."
Accenture,Accenture Labs - Next Generation Architecture Programming Senior Analyst," Bachelor’s Degree in Computer Science, Technology, Engineering or similar degree. A well rounded researcher who can quickly pivot and utilize concepts from..."
Redfish Technology - High Tech Executive Recruiter...,Principal Big Data Engineer - SaaS-based B2B Marketing Technology, Provide leadership to the data science and engineering teams in terms of big data processing. Ideally you are looking to grow your expertise in data science....
Salesforce,"Lead or Principal Machine Learning Engineer, Philanthropy Cloud Einstein", Build large-scale data pipelines and computation systems that process massive amount of data on Spark and EMR. Collect and process both batch and streaming data...
All-In Analytics,"Sr. Machine Learning Engineer, Ads", Build data products through analysis &amp; engineering. Our campaign return metrics are based on data we own....
Workbridge Associates,"Senior Software Engineer, Data Engineering - Cyber-Security/IoT"," Involvement in design of data processing systems with small team. Required – an understanding of large-scale big data systems, both architecture and design...."
GuruLink,Senior Machine Learning Engineer," In Machine Learning, AI, Computer Science, or related field. Our Client is seeking machine learning engineers to join our team...."
Brighton Search Group,Data and Systems Engineer or Senior Engineer," Qualified individuals will have a solid background in the fundamentals of computer science, distributed computing, large scale data processing as well as..."
All-In Analytics,"Sr. Machine Learning Engineer, Customer Acquisition", 3+ years industry experience working with Big Data on a consumer/enterprise data product. Frequentative approach building data driven products....
All-In Analytics,Sr. Machine Learning Engineer," Work with engineers, data scientists, and product managers. Building scalable ML systems &amp; data driven products working with cross-functional teams...."
All-In Analytics,"Sr. Machine Learning Engineer, Insights"," Build data products through analysis &amp; engineering. Python, data manipulation (SQL, Spark, Pandas) and ML (scikit-learn/keras/tensorflow/pytorch) tools...."
Salesforce,Senior / Lead / Principal - Search Relevance - Machine Learning Engineer," Iteratively analyzing data, integrating new data sources, experimenting and optimizing. Expertise in Computer Science fundamentals in data structures, algorithm..."
DoorDash,"Senior Data Scientist, Analytics"," 5+ years of experience in a data analytics, consulting, or other quantitative role. Build data sets and reporting tables to empower operational and exploratory..."
Redfish Technology - High Tech Executive Recruiter...,Senior Frontend Engineer Machine Learning / Speech Analytics / NLU," Data visualization, audio/visual UX, and animation. You will research and implement highly usable data visualization methodology...."
Valor Equity Partners,Data Science Analyst, The Data Science Analyst will report into the Operations Vice President overseeing the Data Science team. Data Science Analyst - This is a two to three year...
Remind,Head of Data Science," You have 7+ years experience in data science/data analytics in a scaled data environment, including 2+ years experience managing, mentoring and developing a..."
Fundbox,Fraud Analyst, We do this by combining cutting-edge deep learning and data science technologies with outstanding design. Data retrieval and / or scripting skills....
Komodo Health,Data Analyst," Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data...."
GraphWear Technologies Inc.,Signal processing and data scientist," SIGNAL PROCESSING AND DATA SCIENTIST. Process and analyze in-vitro and in-vivo experimental data, fit data to biochemical and physical models, perform..."
Indeed,Data Engineer," Develop and maintain data dictionary for published data sources. Work closely with stakeholders on the data demand side (finance, analysts, and data scientists)..."
SKUPOS Inc.,Data Engineer, Our first data engineer will help build the foundation of our data stack along with mentoring and coaching future data engineers....
SigFig,Data Analyst," Help prototype data products. Using a combination of design, data science, and technology, SigFig helps empower investors with the information and guidance they..."
Factspan Analytics,Data Scientist," Work with large, complex data sets. Conduct end-to-end analysis that includes data gathering from various data storage platforms and requirements specification,..."
Scouted AI,Data Engineer with HYPER GROWTH STARTUP, This individual will be responsible for building the data infrastructure and data pipeline for the client's machine learning and data engineering team....
Stitch Fix,Data Scientist - Styling, You have 2+ years of experience in a crossfuncitonal data science role. The Styling data science team is a core team to our service - we develop capabilities...
Redfish Technology - High Tech Executive Recruiter...,Senior Java Platform Engineer Machine Learning / Speech Analytics / NLU," Real-time and near-real-time data processing such as Storm or Spark Streaming. Comfortable with common databases like SQL (mySQL), noSQL (Mongo), and/or in..."
BICP,"Data Scientist, Pricing & Promotion | Fortune 500 Retailer"," BICP a leading edge BI, Analytics and Big Data consulting firm is currently seeking Data Scientist to support one of our long standing and direct retail client..."
LendUp,Data Scientist," Previous experience in a data science role. Data munging, feature engineering, modeling, evaluation launching models to production, and monitoring...."
Pinterest,Data Scientist, 2+ years of work experience applying scientific methods to solve-real-world problems on web scale data. Work with product managers and engineers to design data...
Pinterest,"Data Science Manager, Ads", We're looking for a data science manager to lead a team of talented data scientists. 3+ years of experience managing a team of data scientists....
Indeed,Experimentation Lead - Data Science," Bachelor of Arts or Science in a quantitative field (Computer Science, Mathematics, Statistics, Bioinformatics, etc.)...."
Spotline Inc,Data Management Engineer," Need resources with Data management, Sagemaker, and R experience. Technologies AWS, SageMaker, R...."
General Assembly,Part Time Data Science Instructor, Data visualization techniques; You have at least 2 years of industry experience with data science (prior teaching experience a plus)....
Sojern,Data Science Engineer," The data science team collaborates with product to define projects, analyze data sets, and build solutions...."
UC Berkeley Extension,Instructor - Data Science Using Python," Data Science using Python:. Data storage and retrieval. Data collection, exploration, and cleaning. UC Berkeley Extension, the professional and continuing..."
States Title,Data Scientist," Theoretical background relevant to data science (e.g. We're growing our data science team at all levels. By bringing data science to title insurance, we can..."
Chartboost,Data Scientist, 3-5 years of practical experience in a machine learning or data science role. Clearly document experiments failures and successes backed by data....
Axiom Exergy Inc,Jr Software Engineer - Data Science and Machine Learning," Data processing, modelling:. Assist the Data Scientist to generate data science and machine learning algorithm concepts, and convert those concepts into..."
6sense,Data Scientist, We're growing quickly and want to expand our data science family. The data science team is the core of 6sense engineering....
Ruvivo,Data Scientist With Hyper Growth Startup, To manipulate data and draw insights from large data sets. Responsibilities for Data Scientist Qualifications for Data Scientist....
BICP,Data Engineer | Fortune 500 Retailer," The Data Engineer will support software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data..."
MasterClass,Data Analyst - Contract," 2+ years of experience in a Data Insights, Data Analytics, Data Science or Business Analytics role. Conduct exploratory data analysis and leverage data mining,..."
