company,job,summary
University of Illinois at Chicago,Tenured/Tenure-Track Faculty - Business Statistics/Analytics," Applicants should have a Ph.D., either completed or near completion, in statistics, machine learning, management science or a closely related field...."
Goldman Sachs,"Savings - Deposit Operations - Operational Risk/Quality Assurance Vice President - Chicago, IL"," Through the use of machine learning and intuitive design, we provide customers with powerful tools that are grounded in value, transparency and simplicity to..."
360i,Senior Data Scientist," Advanced R or Python programming skills for data manipulation, analysis, and building end-to-end machine learning pipelines...."
KPMG,"Associate - AI, NLP, and Platforms Consultant"," Understanding of data preparation, machine learning, deep learning, natural language processing; Leverage a variety of tools and approaches to solve complex..."
ActiveCampaign,Data Engineer," Desire to acquire//sharpen data science skills (statistical data exploration, machine learning, etc.). Participates in data exploration, analytics insight..."
Alliant Credit Union,Data Scientist," Experience with advanced regression analysis, probabilistic modeling, and/or machine learning / predictive analytics, including the ability to use tools like..."
DRW,"Data Scientist / Quantitative Researcher, Systematic Trading"," MS/PhD in a technical discipline with a focus on Statistics, Optimization, Machine Learning, Artificial Intelligence, Quantitative Finance or related fields...."
Northwestern University,Marketing Analytics Professor," Expertise in statistical and econometric models and/or machine learning algorithms required to analyze large, possibly unstructured, databases of consumer..."
Dremio,"Senior Sales Engineer- Central US - ChicagoChicago, Illinois / Full-time APPLY"," Dremio empowers business users to curate precisely the data they need, from any data source, then accelerate analytical processing for BI tools, machine..."
SAP,Business Processes Principal Consultant," IOT, Industry 4.0, Big Data and Machine Learning. Customer Service and Support...."
Kogentix,Data Scientist," Knowledge of machine learning and ability to create reliable predictions. Fluency in R or Python in the context of scripting, data visualization and machine..."
Goldman Sachs,CCBD Technology - Agile Delivery - Scrum Master," Through the use of machine learning and intuitive design, we provide customers with powerful tools that are grounded in value, transparency and simplicity to..."
