company,job,summary
"Revenue Analytics, Inc.","Associate Software Engineer, Platform Engineering"," Demonstrated interest in data science, ETL/ELT, machine learning, cloud computing. As an Associate Software Engineer, you’ll collaborate on cross-functional..."
Payments & Cards Network,"Account Executive Fraud Solutions, Acquiring Eastern Region", You are eager to use your experience in the Fintech space to propel an innovator in machine learning fraud prevention and protect consumers everywhere....
Intuitive Surgical,Software Engineer, Support integration of databases with advanced analytics and machine learning environments. Job:....
Cotiviti,Data Scientist," Machine learning, applied scientist, data science, data analyst. Experience in machine learning, artificial intelligence and/or artificial neural networks...."
The Home Depot,DATA SCIENTIST," This position’s primary focus is to manipulate large datasets to extract meaningful business information using statistics, machine learning, and data mining..."
Honeywell,Advanced Data Scientist," Machine Learning experience of physical systems. Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions to address..."
CoStar Group,Data Analyst (SEO), 2+ years of professional work experience in data analysis and machine learning. To evaluate SEO opportunities that deliver business goals via data analysis and...
GEORGIA-PACIFIC,Intern Consumer Promotion & Media Analyst," Experience with cognitive computing, artificial intelligence, machine learning, data mining and/or predictive analytics. Who is Georgia-Pacific?..."
"ACTS, Inc.",Account Executive," Our approach is to provide clients with technology-enabled solutions that deliver sustainable business value in areas such as application development,..."
Splunk,Regional Sales Manager - New Logo Acquisition," Become known as a thought-leader in machine learning and predictive analytics. Join us as we pursue our disruptive new vision to make machine data accessible,..."
Micro Focus,Product Manager - Fortify on Demand," DevOps | IT Operations| Cloud | Security | Info Governance | Big Data, Machine Learning, &amp; Analytics. At Micro Focus, everything we do is based on a simple idea..."
Zebra Technologies,Quality Assurance Manager," The QA Manager will be part of a team developing and supporting a customer and partner facing cloud based Big Data platform using latest technologies like EMR,..."
Trimble Inc.,Image Processing Engineer, Solid foundation in machine learning. Real-time implementation of machine vision algorithms. Proven track record of developing machine vision solutions....
SoftVision - TAMS,"Data Scientist (PYTHON, HADOOP)", 5-7 years of Data Modeling and Machine Learning Experience. 3-5 years of experience of learning systems to analyze and filter continuous data flows....
Applied Resource Group,SQL BI Developer," Good knowledge of Azure Data Lake, Hadoop and Machine Learning. SQL BI Developer...."
"eHire, LLC",Implementation Engineer (Machine Learning/Data Analytics)," A world leader in Adaptive Behavioral Analytics machine learning software and named a Deloitte Fast 50 tech company, provides the technology of choice for risk..."
Amazon.com,Solutions Architect - Data Warehouse specialist," Amazon Web Services (AWS) offers a comprehensive set of services to handle every step of the analytics process chain including data warehousing, business..."
The Hexagon Lavish,Staff Research Scientist I: Resolute + Unstressed Computational Physicist," Demonstrable expertise applying, defining and validating computational approaches to deliver insights and/or hypotheses, e.g., multivariate, Bayesian/non..."
AirSage,Data Scientist, Choosing and/or developing appropriate machine learning techniques to classify and identify meaningful geospatial/temporal features in data....
Honeywell,Data Scientist III," Machine Learning Algorithms. The candidate must be able to demonstrate a high-level of understanding of data science technologies such as Predictive Analytics,..."
