company,job,number_of_evaluations
Zalando,Corporate IT Management Consultant (Inhouse),78 Bewertungen
Zalando,Product Manager BI,78 Bewertungen
Zalando,"Backend Engineer, Logistics Algorithms (Java, Scala)",78 Bewertungen
Zalando,DevOps Engineer for Developer Productivity,78 Bewertungen
Zalando,Engineering Lead - Search,78 Bewertungen
Zalando,Senior Leader - Supply Analytics (Vice President),78 Bewertungen
Zalando,Fullstack Engineer (Marketing Tech) - Zalon,78 Bewertungen
Zalando,Senior Backend Engineer (Kubernetes/AWS),78 Bewertungen
Zalando,Senior Python Software Developer,78 Bewertungen
Zalando,Product Owner Pricing & Forecasting,78 Bewertungen
Zalando,Technical Product Manager Analytical Buying,78 Bewertungen
OLX Group,"Sr. Product Manager Search, Europe team (f/m)",-
Zalando,Engineering Lead - Pricing & Forecasting,78 Bewertungen
Talent Tree,Cloud Architect (m/f),-
Zalando,Senior Backend Software Engineer,78 Bewertungen
Zalando,Dedicated Owner Technical SEO,78 Bewertungen
Zalando,"Fullstack Software Engineer, New Search Paradigms",78 Bewertungen
Zalando,Site Reliability Engineer - Zalando Lounge,78 Bewertungen
Zalando,Product Manager - Direct Marketing,78 Bewertungen
Zalando,Senior Frontend Engineer - Distributed Commerce,78 Bewertungen
Zalando,Senior Java Engineer,78 Bewertungen
The unbelievable Machine Company GmbH,Praktikum Finance - Schwerpunkt Einkauf & Buchhaltung,-
Zalando,JAVA Software Engineer - Content Management,78 Bewertungen
Zalando,Senior Backend Engineer - Pricing & Forecasting,78 Bewertungen
Zalando,Product Manager - Marketing Tech - Zalon,78 Bewertungen
Zalando,Senior Python Backend Engineer - Pricing & Forecasting,78 Bewertungen
