company,job,summary
Google,"Chercheur, Perception, Google AI"," Expérience dans le domaine de la vision par ordinateur, du machine learning et du deep learning. Chez Google, nous avons une approche toute particulière de la..."
Brand And Celebrities,Bras droit du Directeur du Pôle Celebrity Management (H/F)," Big data, algorithmes de matching, R&amp;D et machine learning sont au cœur du développement de Brand and Celebrities qui ambitionne de devenir le leader mondial en..."
Facebook,"Postdoctoral Researcher, AI (PhD University Grad)"," Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational..."
Neoxia,Data Engineer/Scientist H/F," Mission Au sein de la team DATA de Neoxia, tu travailleras sur des projets en lien direct avec la stratégie numérique de nos clients. Ton champ d'action..."
Margo Conseil,Data Scientist," Vous êtes issu(e) d’une grande école d’ingénieur et /ou titulaire d’un PhD en Machine Learning. En parallèle de ce poste, vous assurez une veille technologique..."
The Price Hub,Stagiaire Data Scientist," Algorithmes de Machine Learning supervisés ou non (forêts aléatoires, SVM, réseaux de neurones…). Aux côtés de notre data scientist, vous aurez à :...."
BNP Paribas Corporate & Institutional Banking,ANALYSTE QUANTITATIF," Tests de nouveaux algorithmes de machine learning. Oui, si vous êtes diplômé(e) d’un BAC+5 en école d’ingénieur ou école de statistiques, Master de..."
Google,"Software Engineering Intern, Research, 2018", Participate in cutting edge research in machine intelligence and machine learning applications. Experience (classroom or work related) in Natural Language...
KissKissBankBank,Développeur.se front, Nous cherchons aujourd'hui à renforcer notre équipe technique avec un profil front pour accélérer la refonte de l’UX de nos plateformes et moderniser notre...
Google,"Ingénieur(e) logiciel, Recherche et intelligence artificielle", Expérience du machine learning ou de l'intelligence artificielle. Participer à la recherche dans le domaine des applications de l'intelligence artificielle et...
Autorité de régulation des activités ferroviaires,Economiste / Data scientist," Compétences en capture et traitement de données web statiques et dynamiques (API), notions de « machine learning », connaissance des problématiques de..."
C3 IoT,Data Scientist," Connaissance approfondie des techniques de Machine Learning (régression, séries temporelles, modèles probabilistes, apprentissage supervisé et non-supervisé,..."
"Samsung Semiconductor, Inc.",Computer Vision Engineer, Très bonnes connaissances en traitement d’images et en Machine Learning appliqué à l’image. Ces projets auront pour but de résoudre un problème concret ou de...
InnoValeur,DATA SCIENTIST," Vous avez une bonne connaissance en réseaux de neurones, intelligence artificielle, machine learning, et apprentissage supervisé et non supervisé...."
Inria,PostDoc / Computer Vision for autonomous driving," Computer vision, machine learning. Computer vision, mobile robotics, or machine learning. PhD in either Computer Vision or Machine Learning...."
Luko,DATA SCIENTIST / ARTIFICIAL INTELLIGENCE," Step by step you will Lead Machine Learning on one of our challenge challenges (ex :. Experience in computer vision, Deep Learning, Theano, Tensorflow, Caffe or..."
Brand And Celebrities,Communication Manager (H/F)," Big data, algorithmes de matching, R&amp;D et machine learning sont au cœur du développement de Brand and Celebrities qui ambitionne de devenir le leader mondial en..."
Facebook,"PhD Student, CIFRE (AI)", Knowledge in Machine Learning. Experience building systems based on machine learning and/or deep learning methods....
MYDRAL,Data Scientist (H/F), Développer des algorithmes et des régressions logistiques de Machine Learning ; Utiliser des méthodes ML adaptées aux grosses volumétries (out-of-core online...
Urban Linker,REACT DEVELOPER IN DEEP LEARNING X ARTIFICIAL INTELLIGENCE (FOR LUXURY INDUSTRY)," Today, there is one team aimed for research and development in machine learning (Python / Elastic Search)...."
AXA,Ingénieur en Datascience – Développement Expertise Catastrophes Naturelles - (F/H)," Connaissances avancées en probabilité, statistiques et machine learning. Le Groupe AXA , un des leaders mondiaux de la Protection Financière, accompagne et..."
Dentsu Aegis,Stage - Data Analyst en Machine Learning H/F, Machine learning &amp; Big Data :. Vous maîtrisez les techniques statistiques de machine learning et les approches datamining liées au big data....
Criteo,"Software Engineer - Algorithms, Engineering - Software Development", This is truly big data and machine learning without the buzzwords. Our engineers develop industry leading machine learning techniques working on feature...
Shift Technology,Data Scientist (DE)," You have advanced technical skills in Applied Mathematics, preferably in machine learning and/or operations research;..."
CGI,Consultants et Architectes Big Data - H/F," Big Data et Machine Learning. Également, vous devez appréhender les nouveaux concepts adossés au terme Big Data (Data visualisation, Machine Learning, Real Time..."
Planet Expat,Artificial Intelligence Solutions Engineer," Founded in 2016, we have been growing fast and are now a team of 12 people that includes experts in Machine Learning, Artificial Intelligence, Data Scientists..."
UGoMap,Responsable de la commercialisation de A à Z," Je travaille sur le développement de la carte depuis presque un an sur tous les aspects (cartographie, design, programmation front-end, back-end, image..."
C3 IoT,Software Engineer - Applications," En proche collaboration avec les équipes Machine Learning et Data Science, nos développeurs travaillent finalement à l'intégration d'algorithmes d'apprentissage..."
Quantmetry,R&D, Quelle transparence pour les algorithmes d&amp;#39;apprentissage machine ? High-throughput ovariance follicle counting by an innovative deep learning approach....
Criteo,Junior Software Engineer," This is truly big data and machine learning without the buzzwords. You can ask questions and participate in all knowledge sharing sessions/workshops, etc. You..."
-,ENGAGEMENT MANAGER – ESN -PARIS LA DEFENSE," Modélisation de nouveaux produits financiers, gestion des risques, modèles d’optimisation d’allocation des fonds propres, algorithmes de « machine learning »…...."
IT link,Ingénieur commercial junior F/H," Détecter et qualifier les opportunités SaaS, Big Data, IoT, Machine Learning. Rattaché à la Direction Commerciale, tes missions sont les suivantes :...."
SDL,Software Tester," Opportunity to input to the Machine Learning. Machine leaning testing or development (Preferable. Full-time, on-site in the client office in Italy,...."
KPMG,Junior Technology Transformation," Avec 50 consultants en France et un réseau mondial de 3500 personnes, notre équipe Data Analytics accompagne des grands comptes internationaux dans leurs..."
OUI.sncf,Développeur ReactJS (H/F)," Solution Big Data pour le calcul des prix et stockage scalable (machine learning avec Spark, indexing avec Elastic Search, API Java 8, Scala et influxDB)...."
Malakoff médéric,ALTERNANT - Data Scientist H/F, Vous avez une première expérience en data science et en particulier du machine learning. Malakoff Médéric est un acteur majeur de la protection sociale...
L’olivier – assurance auto,Chargé d'études statistiques F/H, Vous commencerez des projets de machine learning. Pourquoi nous rejoindre ?...
Extia,Data Scientist H/F," Nouvelles avancées en machine learning (notamment en deep learning). Au sein d'une équipe de Data Scientist, vous accompagnez nos clients dans des projets d..."
Sightengine,Artificial Intelligence - Developer / Engineer," You have a degree or experience related to Computer Science, Machine Learning and/or Image Processing. Become a Sightengine master...."
KissKissBankBank,Développeur.se back, Nous cherchons aujourd'hui à renforcer notre équipe technique avec un profil back pour participer au design de notre plateforme d'APIs et au refactoring de...
13/08/2018,Data Scientist F/H," Ingénieur(e) de formation, spécialisé(e) en data science et en machine learning, seront attendus de votre part rigueur, aisance relationnelle, un fort esprit d..."
Criteo,Software Engineer - Algorithms, This is truly big data and machine learning without the buzzwords. Our engineers develop industry leading machine learning techniques working on feature...
Fidel Technologies,Data Scientist," Advanced technical skills in Applied Mathematics, preferably in machine learning and/or operations research. We provides insurance companies with an innovative..."
C3 IoT,Customer Success Engineer," The candidate must demonstrate an interest in advancing their career in application development, machine learning, data integration and consulting...."
Criteo,Junior Incident Engineer," We are talking about BIG data, machine learning and performance. This is truly big data and machine learning without the buzzwords. Who we are...."
Generali France,Data scientist H/F," De formation supérieure spécialisée en Data science / Big Data, vous justifiez d’un première expérience vous ayant permis d'éprouver des méthodes de Machine..."
Google,"Stagiaire en ingénierie logicielle, Recherche, 2018"," Expérience (scolaire ou professionnelle) dans la compréhension du langage naturel, les réseaux neuronaux, la vision par ordinateur, l'apprentissage automatique..."
Criteo,"Junior Incident Engineer, Engineering - Site Reliability"," We are talking about BIG data, machine learning and performance. This is truly big data and machine learning without the buzzwords. Who we are...."
KRDS Paris,Développeur Back-End," Vrai intérêt pour le machine learning. Une fois familier avec les différentes solutions de NLP, vous participerez au développement d’un outil de machine..."
Splunk,ITOA Specialist - South Region," A thorough understanding of Dev Ops, Machine Learning in Dev Ops and AI Ops coupled with Machine Learning to help unify our solutions and overall go to market..."
SCOR,Data Scientist, The R&amp;D Center lately launched many Machine Learning projects on Text Mining and survival analysis. You will support the establishment of the global data...
