company,job,summary
BMW AG Automobil,Doktorand Automatisierte und Selbstoptimierende Erkennung von Anomalien in Fahrzeugtraces mit Methoden des Data Mining (m/w)," Machine Learning, von besonderem Interesse. Wir, die BMW Group, bieten Ihnen ein interessantes Thema in der Forschung und Entwicklung...."
Allgeier Experts Pro GmbH,Machine Learning Specialist (m/w), Zum nächstmöglichen Zeitpunkt suchen wir für einen namenhaften Kunden im Großraum München einen Machine Learning Specialist (m/w)....
TrustYou,Czech Working Student for Semantic Analysis," Experience in data mining, information extraction and/or machine learning. Our employees are experts in big data, machine learning, natural language processing,..."
EVA Fahrzeugtechnik,Data Scientist Elektromobilität (m/w), Automatisieren der Auswertung der Messdaten mithilfe von Machine Learning. Wir führen Versuche an Li-Ionen Hochvoltbatterien durch und generieren damit riesige...
metafinanz Informationssysteme,Principal Consultant (w/m) Disruptive Technologies," Technisch-konzeptionelles Hintergrundwissen in digitalen Technologien wie etwa Blockchain, mobile Payment, IoT, Machine Learning...."
ITL Germany,Lead Consultant," IoT, Cloud, Machine learning &amp; AI, Sensors, Analytics, Mobile &amp; mobility services, Block chain, Connected &amp; Autonomous vehicles etc. to the process operations..."
Rambøll,Consultants (m/w) Data Science - München, Data Analytics 4.0 – Klassische Datenanalyse gepaart mit künstlicher Intelligenz und Machine Learning. Sie verfügen über umfangreiche Kenntnisse in Themen wie...
Ramboll Group,Consultants (m/w) Data Science - München, Data Analytics 4.0 – Klassische Datenanalyse gepaart mit künstlicher Intelligenz und Machine Learning. Sie verfügen über umfangreiche Kenntnisse in Themen wie...
Siemens AG,Research Scientist (m/f/diverse) – Deep Learning for NLP," Participate in cutting edge research in machine intelligence and machine learning applications. PhD degree in computer science, artificial intelligence, machine..."
Munich Re,Intern Risk Monitoring," Perform sophisticated data analysis on sensor data including cluster analysis, anomaly detection and time series forecasting using the latest machine learning..."
Logivations,Sales Consultant International (m/w), „Deep Machine Learning“ und Computer Vision.  Internationaler Vertrieb innovativer Software und damit....
Idnow,Client Success Manager (m/f/d), IDnow is one of Europe’s fastest growing FinTechs using machine learning to build an effective Identity-as-a-Service platform that can verify in real time the...
FRAMOS,Werkstudent Strategie und Unternehmensentwicklung, Begeisterung für Technologie in den Bereichen Machine Vision und Deep Learning. Wir bei FRAMOS bringen Maschinen das Sehen und Denken bei....
BMW Car IT,Werkstudent Softwareentwicklung (m/w), - Künstliche Intelligenz und Machine Learning. Wir bei BMW Car IT GmbH verantworten und liefern domänenübergreifend Software von der Idee bis zum Produkt....
wirecard,Working Student (m/f/x) Data Science," Statistics, linear algebra and machine learning knowledge is a plus. Working Student (m/f/x) Data Science...."
Wirecard Asia Pacific,Working Student (m/f/x) Data Science," Statistics, linear algebra and machine learning knowledge is a plus. We are looking for someone to join our team in Aschheim/Munich...."
United Internet AG,Data Analyst (m/w) Advertising Intelligence, Sie besitzen Grundkenntnisse und idealerweise Erfahrung im Bereich Machine Learning und/oder Online-Applikationen (z.B....
Pros.,Alliance Manager - Central Europe," Fueled by dynamic pricing science and machine learning, PROS solutions make it possible for companies to price, configure and sell their products and services..."
ProSiebenSat.1 TV Deutschland GmbH,Praktikant (m/w) Data Scientist, Du verfügst über Kenntnisse in Statistik und Machine Learning (z.B. Weiterhin fürhst du selbstständig statistische Analysen und Machine Learning auf Basis...
Die 1&1 Internet SE,Data Analyst (m/w) Advertising Intelligence, Sie besitzen Grundkenntnisse und idealerweise Erfahrung im Bereich Machine Learning und/oder Online-Applikationen (z.B. Das sind Ihre Aufgaben:....
Assystem,Industrial App Developer (m/w)," Assystem ist der Spezialist für HMI &amp; UX Lösungen, Machine Control &amp; Automation, Cloud Anwendungen, Machine Learning, Cyber Security und Testing im stark..."
MaibornWolff GmbH,Data Engineer (m/w), Mit Deiner Begeisterung für Software Engineering und Machine Learning gestaltest Du unseren jungen Bereich Data Sciene &amp; Artificial Intelligence von Anfang an...
Westwing Home & Living GmbH,Search Backend Developer Scala (m/f)," You can deal with NLP methods and algorithms, data processing and analysis, you have experience with machine learning...."
Helmholtz Zentrum München,"PhD student in physics, bioinformatics, medical informatics (f/m)"," Machine learning methods such as support vector machines or neuronal networks will be used to analyse medical images (CBCT, PET, MR)...."
IAV GmbH,Softwareentwickler (m/w), Ihre Kompetenz Erfolgreich abgeschlossenes Studium der Informatik oder einer vergleichbaren Fachrichtung Erfahrung in der objektorientierten...
BMW AG Automobil,Algorithm Developer for Connected Driver Assistance (f/m)," - Substantial professional experience in data mining, machine learning, statistical signal processing, and pattern recognition...."
TrustYou,Front-End Web Developer," Our employees are experts in big data, machine learning, natural language processing, interactive JavaScript applications and web technologies...."
BMW AG Automobil,software developer (m/f) digital services and ecosystems," If you are passionate about creating innovative future digital services by incorporating machine learning, combining relevant ecosystems and state of the art..."
BMW AG Automobil,Software Developer (C++/Python) for Autonomous Driving (f/m)," Join one of our agile features teams to develop sophisticated algorithms with a focus on state-of-art disciplines, such as signal processing, robotics and..."
ALTEN Engineering,Data Analyst (m/f), You are experienced in data science and/or machine learning as well as data statistic and analysis. Looking for an exciting and permanent job offering a wide...
Siemens AG,SCRUM Master (m/f)," You have knowledge and experience in computer science, software development, programming languages, data analytics or machine learning...."
IAV GmbH,Praktikum - Machine Learning / Deep Learning zur Identifikation von Fahrzeugnutzern," Ihre Kompetenz Laufendes Studium der Fachrichtung Mathematik, Physik, Informatik, Elektrotechnik, Mechatronik oder eines vergleichbaren Studienganges..."
Technische Universität München,Project Software Developer and Engineer – Intern / Working Student," As a working student in the area of AI, you will work on a specific project together with the customer in the domain of applied AI/machine learning...."
Helmholtz Zentrum München,"PostDoc Position (f/m) in statistical genetics ""Personalized treatment of atrial fibrillation"""," Excellent knowledge of statistics, in particular of classical estimation theory, machine learning, Bayesian approaches...."
UnternehmerTUM GmbH,Working Student: Marketing Junior, Interest in understanding how Machine Learning works. Marketing / SEA &amp; SEO....
CGI,(Senior) Data Scientist (m/w)," Erste Kenntnisse in Machine Learning Tools wie Scikit-Learn, Shogun, Mahout, MLlib. Mindestens 3-jährige praktische Erfahrung im Bereich Data Analytics..."
General Electric,EHS Leader (m/f), GE Additive includes additive machine providers Concept Laser and ArcamEBM; Conduct learning teams in response to EHS events and conduct/validate accident...
Siemens AG,Softwareentwickler (m/w) Java for innovative traffic control systems," You will also work with experts from the areas machine learning, data research and transport modelling in order to develop new and innovative solutions to..."
