company,job,summary
Malakoff médéric,Alternance - Data Analyst - Écosystème Data H/F," Alternance - Data Analyst - Écosystème Data H/F. Au sein du pôle Ecosystème Data de la direction Data du groupe Malakoff-Médéric, accompagné d'un tuteur vous..."
ESTIA CONSEIL,Consultant Data scientist F/H," Le Groupe Estia est un acteur majeur de la data intelligence qui rassemblent des statisticiens, des Data Scientists, des experts du décisionnel et des experts..."
Air Liquide,DIGITAL - Stagiaire Data scientist - (F/H)," Issu(e) d’une formation spécialisée en data science, statistiques, data mining/informatique. Bonne maîtrise de python et des librairies de data science (pandas,..."
JOHN PAUL,Data Manager H/F," De formation supérieure en statistiques, data science ou mathématiques appliquées, le candidat idéal devra :. Au sein du Pôle Digital et intégré à l’équipe Data..."
Ubisoft,Backend Developer Python - Data (H/F), Connaissance ou expérience avec des algorithmes de data science ; Travailler avec les Data Scientist et les Data Engineer pour assurer un support sur les...
Conseil supérieur de l'audiovisuel,Chargé(e) de mission audience et data science à la DEAEP CSA F/H," Maîtriser des logiciels (Stata, R, Python) et des techniques (web scraping) de data science ; En second lieu, le ou la titulaire du poste apporte une expertise..."
Luko,DATA SCIENTIST / ARTIFICIAL INTELLIGENCE," You're from leading engineering school/uni and hold degree in Computer Science, Mathematics, Statistics, or Data Science...."
BNP Paribas Corporate & Institutional Banking,"STAGE DATA SCIENTIST, H/F"," Stagiaire Data Scientist. Êtes-vous notre prochain stagiaire Data Scientist ? STAGE DATA SCIENTIST, H/F (NUMÉRO DE L'EMPLOI :...."
ACTIVUS-SERVICES,Data Analyst F/H," Dans une fonction de Data Analyst, Data Miner ou Data Scientist ou Business Analyst. Mener des analyses « Data Science » (R, SAS, Python, D3.js)...."
SOCIETE GENERALE,Stage de développeur Front-End / Back-End Data Science h/f Puteaux," Stage de développeur Front-End / Back-End Data Science. Blockchain (technologie du bitcoin), machine learning, Big Data, applications mobiles, réalité augmentée..."
Margo Conseil,Data engineer," Ce poste est un tremplin pour une carrière en data science, en coordination de projet ou en management...."
soft.computing,Data Analyst," Au sein du pôle Marketing Services, vous intégrerez la Business Unit Data Science, constitué d’environ 50 personnes, qui réalise des études statistiques et des..."
7HUGS LABS,Data Engineer F/H, Choix des architectures et solutions Big Data. Vous travaillerez étroitement avec les ingenieurs AI/Data Science et le département marketing....
EY,Consultant expérimenté Data & Analytics pour l’Assurance - H/F – Paris," Intégration des méthodes issues de la Data Science dans les projets Assurance. Vous êtes diplômé(e) d’un Master2, d’un Doctorat/PHD, d'une école d'ingénieur..."
IQVIA,Sr Data Scientist," IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients...."
AXA,Ingénieur Big Data (data engineer) - CDI - H/F," Algorithmes mathématiques, machine learning / data science. L’équipe Big Data a pour mission principale de contribuer à la dynamique continue d’innovation et de..."
Groupe ADP,Stage - Ingénieur Data Sciences H/F, Formation et des bases solides dans une ou plusieurs disciplines quantitatives ou sciences de l'ingénieur :....
LINCOLN,Data Scientist F/H," Entreprise Lincoln est une société de conseil de 200 consultants, spécialisée dans la Data Engineering et la Data Science. Le Data Lab :...."
L'Oréal,Machine Learning & Deep learning Scientist, At least 3 years of experience (or a PhD) in the field of data science. You have pushed your models into production and have worked in a big data environment...
23/08/2018,Data Analyst," Développer de nouvelles approches Big Data :. Diplômé d'un Bac+5 en école d'ingénieur et/ou Université avec une spécialisation en statistiques, mathématiques ou..."
Weave,Manager Data, Start-up | Big data | data | Big Data RH | Data Science | datalab | datascience | bigdata | Startup. Vous êtes passionné(e) de data ?...
Econocom,Data Engineer H/F," En tant que Data Engineer, vous contribuerez au développement de notre plateforme Big Data et rejoindrez une équipe composée d'experts de la data (data..."
OCTO Technology,Consultant Data Geek (H/F)," Diplômé(e) d'une Grande Ecole d'Ingénieur généraliste, informatique ou Master spécialisé Data Science/Intelligence artificielle, vous justifiez au moins d'une..."
Thales,Data scientist orienté recherche en machine learning (H/F), Le laboratoire de data science recherche un/une data scientist orienté recherche / machine learning pour des applications dans le domaine de la cybersécurité et...
Happn,Lead Data Analyst," Assurer le lien avec BU et les différents membres de l’équipe data (Data Platform Owner, équipe de data ingénieurs, data scientists,...)...."
Avisia,ALTERNANCE - Consultant Data Scientist," Nous recherchons donc des talents ayant le goût pour le travail en équipe, motivés pour s'impliquer sur des projets transverses et souhaitant évoluer dans un..."
Wavestone,Consultant Data Scientist H/F," Pour accompagner ses clients à saisir les opportunités issues du Machine Learning et à engager leur transformation data, le cabinet Wavestone a décidé de..."
Sia Partners,Consultant(e) - Data Analyst," Data mining / Analyse de données :. Assistance à la conception et à la mise en œuvre d’algorithmes/requêtes permettant de collecter, traiter, contrôler,..."
ASTRAKHAN,Consultant Data & Digital Integration," Big Data, Gouvernance des données, Analyse des données, Data Vizualisation…. Vous avez un savoir-faire sur une ou plusieurs des thématiques des données et vous..."
Crédit Agricole S.A.,Ingénieur Data H/F," Coordonner les différents interlocuteurs (métiers, data scientists, Data Analysts .). Outils Big Data :. Travailler en concertation avec l'équipe Data science,..."
Groupe Estia,Datascientist (H/F)," Accompagner &amp; conseiller des entreprises de renoms (Banques, Assurances, Distribution, Télécom, Médias, Energie, Luxe, …) dans leurs projets de data science !..."
Roche,Spécialiste d’Information Scientifique et Médicale," Affaires médicales, Affaires médicales &gt; Liaison sciences médicales. Met en place des services différenciants en interne et en externe autour de la..."
Premier Ministre,Chargé de déploiement Open Data Transport – beta.gouv.fr – Incubateur de Services Numériques," D'un diplôme de commerce reconnu par la commission des titres ou d'un diplôme universitaire de niveau BAC+5 dans le domaine de la gestion, du commerce ou des..."
VIVERIS TECHNOLOGIES,Ingénieur Data Scientist F/H, Viveris Technologies recrute un Ingénieur(e) en data science pour sa division IoT et valorisation des données. Profil recherché Diplômé(e) d’une formation Bac +...
Crédit Agricole S.A.,Data Scientist Confirmé H/F, Expertise reconnue dans la réalisation et la supervision d'activités ou de projets Data Science. Participer activement à la vie de la communauté Data Science...
