company,job,summary
Robert Walters,Data Architect," Seleccionamos Big Data Architect para empresa tecnológica enfocada en su totalidad a proyectos Big Data, flexible y consolidada...."
MAHOU SANMIGUEL,Analista de Revenue Management, Experiencia en Diseño y ejecución de sistemas complejos de información / modelos predictivos / Big Data....
Schneider Electric,Operator Training Simulator - Engineering Internship," Performing thermodynamic analyses and design calculations, and reconciling data to these analyses. O Nurturing courageous people who want to make big things..."
Aderen,Developer Python, Job Opening ID 624 Project lenght in months Largo Plazo Languages Español Knowledge area Skills Big Data Rate - Eur 200-240 Job Description Seleccionamos...
Santander,SOLUTIONS ARCHITECT," Conocimientos de Big Data, Aplicaciones, Arquitecturas y Herramientas:. Gestionar el desarrollo completo de productos tecnológicos durante todo su ciclo de vida..."
Tribal World Wide,Digital Analytics Consultant (Madrid)," Conocimiento de SQL y Big Query. Experiencia de implementación con Data Layers, y con gestor de etiquetas Google Tag Manager...."
Amazon.com,Business Development Representative - Hebrew Language Speaker," BS STEM Degree (Computer Science, Telecommunication Engineering, Electrical Engineering and Industrial Engineering preferred) or Non-STEM Degree complemented..."
Open sistemas,Big Data Engineer / Data Engineer," This is an ideal position for a Big Data Engineer that will manage collecting, storing, processing, and analyzing of huge sets of data in collaboration with our..."
MAPFRE,Prácticas en Big Data e Inteligencia Artificial, Actualmente estamos buscando estudiantes de últimos cursos para realizar prácticas en Big Data Analytics e IA para colaborar con el equipo para la generación de...
Paradigma Digital,Senior Developer Big Data," En Paradigma Digital estamos buscando varios desarrolladores senior Big Data, para unirse a nosotros en distintos proyectos que estamos arrancando para..."
GPConsultores,"Desarrollador ETL SSIS, Madrid"," Sql server, ssis, etl, sql, t sql, bases de datos, big data,. Desarrollador ETL SSISen Madrid...."
Rawson BPO,Ingeniero de datos - Cloudera," Experiencia / conocimientos en ecosistema Big Data (Hadoop, HDFS, Hive, Kafka, Spark...). En Rawson BPO seleccionamos Ingeniero de Datos para formar parte de un..."
Catenon,Multiplatform Data Analyst," The Multiplatform Data Analyst will manage big set of data to understand, acquire and predict behaviour of our viewers and non-linear content...."
atSistemas,Ap Javabuscas Nuevos Retos Te Esperamos," Desarrollo de Sistemas de Información, eCommerce, Aplicaciones móviles, Integración Continua, Metodologías ágiles, Explotación de Sistemas, Servicios..."
Denodo,Enterprise Data Virtualization Consultant - Fluent German," Experience working with Big Data and/or noSQL environments like Hadoop, mongoDB, ... Experience in Data Modeling tools...."
Planet Expat,Sales Account Executive, We gather big data from major short term rental market platforms such as Airbnb and online travel agents to generate analytics for our customers:....
Avature,Jr. Developer," Knowledge of data structures, algorithms, and complexity analysis. 4 of the Big 4 consulting firms. Ever since 2012, Avature has been growing at a 50% annual..."
Churchill Frank,Big Data Consultant," Do you have experience as a Data Management? The Data Architect will ideally have the following skills:. As a Data Management, you will be playing an important..."
PSS,Consultor Big Data Spark, Experiencia en proyectos Big Data. Conocimientos de tecnologías big data como p. Buscamos un consultor Big Data con experiencia programando con Spark Apache....
GMV,Prácticas: Big Data Engineer," Ofrecemos la oportunidad crecer profesionalmente en proyectos innovadores y tecnológicamente complejos, dentro de nuestro equipo de Data Engineers...."
Opinno,Business Development Manager for Technology Division," Previous experience in innovation companies and projects, used to new technologies (digital transformation, VR, Big Data, IoT), web &amp; app development...."
Planet Expat,Data Quality Assurance Associate, We gather big data from major short term rental market platforms such as Airbnb and online travel agents to generate analytics for our customers:....
